state,zip_code,population,avg_income,starbucks_count,dunkin_count
UT,84063,110,48627,0,0
UT,84065,20360,85674,1,0
UT,84066,4500,63978,0,0
UT,84067,17560,52317,0,0
UT,84069,200,64185,0,0
UT,84070,13900,60081,4,0
UT,84071,750,73210,0,0
UT,84072,200,54780,0,0
UT,84074,21800,61175,1,0
UT,84075,12150,75564,0,0
UT,84076,110,63700,0,0
UT,84078,10650,63591,1,0
UT,84080,110,48818,0,0
UT,84081,20680,63651,0,0
UT,84082,350,68797,0,0
UT,84083,600,34281,0,0
UT,84084,14310,54035,2,0
UT,84085,120,34850,0,0
UT,84086,150,52026,0,0
UT,84087,6650,72477,1,0
UT,84088,16520,61097,2,0
UT,84092,13310,157671,0,0
UT,84093,10830,116426,1,0
UT,84094,13090,65317,1,0
UT,84095,17510,101733,1,1
UT,84096,23720,79439,0,0
UT,84097,9960,77978,1,0
UT,84098,10230,219591,3,0
UT,84101,3700,84099,6,0
UT,84102,9100,53356,2,0
UT,84103,11530,125587,0,0
UT,84104,10390,42083,0,0
UT,84105,11270,89802,0,1
UT,84106,17420,74909,3,0
UT,84107,17530,55830,1,0
UT,84108,9240,155054,3,0
UT,84109,11870,110782,2,0
UT,84111,5640,81251,0,1
UT,84112,490,15824,2,0
UT,84115,12430,45597,3,0
UT,84116,15260,40886,0,0
UT,84117,12420,118713,1,0
UT,84118,18420,44564,0,0
UT,84119,22280,39721,1,0
UT,84120,22540,45475,1,1
UT,84121,20040,106050,3,0
UT,84123,17770,54006,1,0
UT,84124,10360,120864,0,0
UT,84128,13730,50326,1,0
UT,84302,11050,58605,1,0
UT,84306,190,57073,0,0
UT,84307,680,55797,0,0
UT,84308,110,47918,0,0
UT,84309,280,53671,0,0
UT,84310,2200,117969,0,0
UT,84311,330,54206,0,0
UT,84312,1720,55416,0,0
UT,84314,530,63196,0,0
UT,84315,4060,72153,0,0
UT,84317,1170,128204,0,0
UT,84318,2100,77701,0,0
UT,84319,3620,53056,0,0
UT,84320,950,62221,0,0
UT,84321,17950,54564,1,0
UT,84324,460,83182,0,0
UT,84325,960,85792,0,0
UT,84328,780,78953,0,0
UT,84331,110,47081,0,0
UT,84332,3240,84120,0,0
UT,84333,1250,57317,0,0
UT,84335,5830,62931,0,0
UT,84337,5380,61271,0,0
UT,84338,210,45666,0,0
UT,84339,2260,80896,0,0
UT,84340,1720,69469,0,0
UT,84341,9330,69935,1,0
UT,84401,17770,54765,0,0
UT,84403,16450,68455,3,1
UT,84404,27760,54169,1,0
UT,84405,14710,61201,1,0
UT,84414,13780,79720,1,0
UT,84501,5180,54985,1,0
UT,84511,1620,52035,0,0
UT,84520,350,36222,0,0
UT,84521,240,48666,0,0
UT,84525,430,40597,0,0
UT,84526,1610,53461,0,0
UT,84532,5200,59020,1,0
UT,84533,120,30583,0,0
UT,84535,960,55638,0,0
UT,84542,660,47907,0,0
UT,84601,13180,45215,0,0
UT,84604,15730,82742,0,0
UT,84606,11340,35722,0,0
UT,84621,120,55933,0,0
UT,84623,110,43881,0,0
UT,84624,2130,59404,0,0
UT,84627,1830,50883,0,0
UT,84629,1170,54278,0,0
UT,84630,120,46791,0,0
UT,84631,1260,56391,0,0
UT,84635,300,48453,0,0
UT,84642,1380,48486,0,0
UT,84645,1150,62642,0,0
UT,84647,1580,54513,0,0
UT,84648,2710,58612,0,0
UT,84651,10840,61111,0,0
UT,84653,4280,84437,0,0
UT,84654,1090,54607,0,0
UT,84655,5400,60156,0,0
UT,84660,17150,67484,1,0
UT,84663,13650,65502,0,0
UT,84664,4350,119566,0,0
UT,84667,150,44680,0,0
UT,84701,3290,57830,1,0
UT,84713,1690,52444,0,0
UT,84714,190,40489,0,0
UT,84720,8430,54930,1,0
UT,84721,10180,49552,0,0
UT,84722,290,44551,0,0
UT,84724,490,42524,0,0
UT,84737,8300,58867,0,0
UT,84738,3740,80517,0,0
UT,84739,170,44352,0,0
UT,84741,2620,56119,0,0
UT,84742,200,56705,0,0
UT,84744,110,49327,0,0
UT,84745,1780,45147,0,0
UT,84747,410,47163,0,0
UT,84751,710,47953,0,0
UT,84754,1570,60413,0,0
UT,84757,680,69966,0,0
UT,84762,130,53730,0,0
UT,84765,3060,82827,0,0
UT,84770,17930,60365,3,0
UT,84773,110,63454,0,0
UT,84774,720,62211,0,0
UT,84775,220,63754,0,0
UT,84779,280,64010,0,0
UT,84780,10800,86964,0,0
UT,84782,350,61605,0,0
UT,84783,410,87197,0,0
UT,84790,20790,78606,2,0
VA,20105,12850,150617,1,0
VA,20106,2370,82182,0,0
VA,20109,19720,50360,3,2
VA,20110,22760,64300,2,2
VA,20111,18220,65119,0,1
VA,20112,13340,109954,1,0
VA,20115,2830,120835,0,0
VA,20117,880,230184,0,0
VA,20119,1950,83303,0,0
VA,20120,20190,106601,1,0
VA,20121,14080,89507,1,1
VA,20124,7190,205358,1,0
VA,20129,300,252593,0,0
VA,20130,130,122330,0,0
VA,20132,7550,140179,2,1
VA,20135,1370,109116,0,0
VA,20136,13640,101758,2,1
VA,20137,970,133257,0,0
VA,20141,3240,136732,0,0
VA,20143,540,137703,0,0
VA,20144,490,176773,0,0
VA,20147,30960,122817,3,2
VA,20148,23970,158598,2,1
VA,20151,10620,105640,1,1
VA,20152,15070,133703,3,1
VA,20155,16830,115565,4,3
VA,20158,2040,144925,0,0
VA,20164,20690,61745,4,1
VA,20165,16320,122346,2,1
VA,20166,6500,81790,8,6
VA,20169,12350,142094,2,0
VA,20170,20940,94380,3,1
VA,20171,24190,133721,4,0
VA,20175,14940,144370,0,0
VA,20176,23320,139160,5,1
VA,20180,3680,122891,0,0
VA,20181,4390,115798,0,0
VA,20184,220,149113,0,0
VA,20186,7130,95568,3,2
VA,20187,8540,116998,1,0
VA,20190,11020,128498,5,0
VA,20191,15100,111958,2,1
VA,20194,7060,159104,1,0
VA,20197,1070,299483,0,0
VA,20198,980,166978,0,0
VA,22003,27830,91294,2,0
VA,22015,20640,105903,4,1
VA,22025,8780,93015,2,0
VA,22026,9160,67619,0,2
VA,22027,1040,209513,0,0
VA,22030,26110,112532,5,2
VA,22031,17110,106402,4,2
VA,22032,14190,116012,1,1
VA,22033,19440,112212,6,2
VA,22039,8850,204809,0,0
VA,22041,13240,72770,4,0
VA,22042,17220,87910,2,1
VA,22043,11990,122998,1,0
VA,22044,6380,95529,3,2
VA,22046,8770,163038,3,1
VA,22060,3260,81080,3,2
VA,22066,8180,387400,1,0
VA,22079,16580,98401,1,1
VA,22101,13940,392181,5,0
VA,22102,13580,291184,8,1
VA,22124,8590,227374,1,1
VA,22134,2250,43553,1,2
VA,22150,14560,73375,4,3
VA,22151,8830,86417,2,0
VA,22152,14200,102103,2,0
VA,22153,15310,109499,3,0
VA,22172,4790,63274,0,0
VA,22180,12490,160559,2,2
VA,22181,6910,204869,0,0
VA,22182,12550,211495,2,1
VA,22191,35220,61322,0,1
VA,22192,28160,84308,7,3
VA,22193,39090,66155,1,1
VA,22201,23080,132073,3,2
VA,22202,14480,112709,11,7
VA,22203,13870,105104,3,3
VA,22204,27570,76167,1,1
VA,22205,8400,174940,0,0
VA,22206,12270,96285,1,0
VA,22207,15090,272888,3,1
VA,22209,8190,131765,4,0
VA,22211,490,41928,1,0
VA,22213,1760,200180,0,0
VA,22301,7250,176144,0,0
VA,22302,9690,137937,2,1
VA,22303,9130,79795,0,1
VA,22304,26310,86300,1,2
VA,22305,8490,95906,2,1
VA,22306,15570,68995,4,1
VA,22307,5450,161180,1,1
VA,22308,5960,201746,0,0
VA,22309,16340,85793,1,0
VA,22310,15100,100177,0,1
VA,22311,9890,68426,1,0
VA,22312,15730,73873,1,1
VA,22314,20210,169295,10,4
VA,22315,14110,109621,3,1
VA,22401,12000,73062,4,2
VA,22405,15640,79755,0,1
VA,22406,12380,83025,1,1
VA,22407,28650,70852,5,2
VA,22408,14730,70763,0,1
VA,22427,1520,59699,0,0
VA,22432,340,54688,0,0
VA,22435,1040,48607,0,0
VA,22436,370,46532,0,0
VA,22437,290,52744,0,0
VA,22438,190,65421,0,0
VA,22443,4100,62678,0,0
VA,22448,650,81164,0,0
VA,22454,820,52413,0,0
VA,22460,750,47740,0,0
VA,22469,900,47697,0,0
VA,22473,2150,62237,0,0
VA,22476,150,46533,0,0
VA,22480,640,116154,0,0
VA,22482,1540,73901,0,0
VA,22485,11070,78242,1,1
VA,22488,700,50204,0,0
VA,22503,1640,64362,0,0
VA,22504,110,51445,0,0
VA,22508,6960,72984,0,0
VA,22511,660,65286,0,0
VA,22514,1120,54260,0,0
VA,22520,2550,56658,0,0
VA,22534,1380,57353,0,0
VA,22535,320,74671,0,0
VA,22538,140,56550,0,0
VA,22539,1060,76196,0,0
VA,22542,900,57744,0,0
VA,22546,8170,57045,0,1
VA,22551,9340,80659,0,0
VA,22553,7680,81706,0,0
VA,22554,26960,86409,2,1
VA,22556,12940,85358,2,0
VA,22560,3240,54015,0,0
VA,22567,1380,59778,0,0
VA,22572,2660,52160,0,0
VA,22576,720,70288,0,0
VA,22578,1180,96685,0,0
VA,22580,2310,54762,0,0
VA,22601,13530,62206,2,3
VA,22602,14430,73851,0,1
VA,22603,7370,70027,2,3
VA,22610,970,73386,0,0
VA,22611,4370,88236,0,0
VA,22620,1130,101327,0,1
VA,22623,310,51077,0,0
VA,22624,1310,74280,0,1
VA,22625,1800,72591,0,0
VA,22627,390,99612,0,0
VA,22630,15630,64865,2,3
VA,22637,1030,63431,0,0
VA,22639,320,175159,0,0
VA,22640,170,101617,0,0
VA,22641,140,54414,0,0
VA,22642,2250,72172,0,0
VA,22643,210,111928,0,0
VA,22644,1090,63340,0,0
VA,22645,1990,74123,0,0
VA,22650,420,53859,0,0
VA,22652,670,65907,0,0
VA,22654,390,63358,0,0
VA,22655,10570,65684,0,2
VA,22656,2340,79485,0,0
VA,22657,5570,55707,0,1
VA,22660,840,53884,0,1
VA,22663,800,69993,0,0
VA,22664,4360,56898,0,1
VA,22701,16410,63936,2,1
VA,22709,460,60950,0,0
VA,22712,4770,63966,0,0
VA,22713,640,79615,0,0
VA,22714,470,69831,0,0
VA,22715,570,62005,0,0
VA,22716,400,75182,0,0
VA,22718,340,56594,0,0
VA,22719,150,66193,0,0
VA,22720,430,82813,0,0
VA,22724,1150,95388,0,0
VA,22726,360,61188,0,0
VA,22727,2550,67461,0,0
VA,22728,1480,79676,0,0
VA,22731,110,51936,0,0
VA,22732,150,58746,0,0
VA,22733,620,80635,0,0
VA,22734,1580,61303,0,0
VA,22735,980,64542,0,0
VA,22736,300,64290,0,0
VA,22737,1540,71173,0,0
VA,22738,500,59438,0,0
VA,22740,620,93169,0,0
VA,22741,110,56563,0,0
VA,22742,850,73340,0,0
VA,22747,590,103522,0,0
VA,22749,150,108066,0,0
VA,22801,15390,64486,4,5
VA,22802,12490,49051,0,1
VA,22810,500,82094,0,0
VA,22811,210,48757,0,0
VA,22812,3950,66741,0,0
VA,22815,4240,59045,0,0
VA,22820,100,39260,0,0
VA,22821,2630,55886,0,0
VA,22824,2960,55905,0,0
VA,22827,5000,51580,0,0
VA,22830,770,44757,0,0
VA,22831,380,48897,0,0
VA,22832,550,60298,0,0
VA,22834,610,65322,0,0
VA,22835,5360,50859,0,1
VA,22840,2250,71791,0,0
VA,22841,1350,77746,0,0
VA,22842,2390,52923,0,0
VA,22843,1070,50685,0,0
VA,22844,2060,59716,0,1
VA,22846,980,91288,0,0
VA,22847,450,56022,0,0
VA,22849,2230,47621,0,0
VA,22850,450,55915,0,0
VA,22851,2590,45612,0,0
VA,22853,2160,46641,0,0
VA,22901,17530,123521,3,2
VA,22902,11430,148253,0,0
VA,22903,15770,115256,3,0
VA,22911,8940,106030,3,1
VA,22920,1930,82842,0,0
VA,22922,860,45051,0,0
VA,22923,2760,76335,0,0
VA,22931,200,63770,0,0
VA,22932,4260,115689,0,0
VA,22935,440,56209,0,0
VA,22936,2690,124930,0,0
VA,22937,620,52416,0,0
VA,22938,630,60219,0,0
VA,22939,2870,70087,0,0
VA,22940,590,157272,0,0
VA,22942,4410,65696,0,1
VA,22943,280,190342,0,0
VA,22946,130,49561,0,0
VA,22947,2500,166996,0,0
VA,22948,100,71910,0,0
VA,22949,660,66936,0,0
VA,22952,980,55813,0,0
VA,22958,1090,104067,0,0
VA,22959,860,92788,0,0
VA,22960,4970,56983,0,1
VA,22963,7970,68564,0,2
VA,22964,120,60766,0,0
VA,22967,1000,65560,0,0
VA,22968,5030,65809,0,0
VA,22969,620,50235,0,0
VA,22971,810,49059,0,0
VA,22972,210,108142,0,0
VA,22973,2900,59293,0,0
VA,22974,2190,72230,0,0
VA,22980,15780,54929,2,2
VA,23002,4960,59517,0,0
VA,23004,390,38969,0,0
VA,23005,8260,79298,1,1
VA,23009,3540,61600,0,0
VA,23011,530,73747,0,0
VA,23015,2160,73193,0,0
VA,23022,320,42778,0,0
VA,23023,150,55086,0,0
VA,23024,4030,70170,0,0
VA,23025,120,101541,0,0
VA,23027,630,50990,0,0
VA,23030,2380,62163,0,0
VA,23032,130,49600,0,0
VA,23035,660,66362,0,0
VA,23038,830,54261,0,0
VA,23039,550,140518,0,0
VA,23040,2110,43794,0,0
VA,23043,830,71948,0,0
VA,23047,1120,83216,1,0
VA,23050,380,61000,0,0
VA,23055,460,54521,0,0
VA,23056,170,66411,0,0
VA,23059,17180,133898,3,0
VA,23060,18750,79149,2,1
VA,23061,9770,64951,1,2
VA,23062,1410,63029,0,0
VA,23063,2400,72148,0,1
VA,23065,780,64150,0,0
VA,23068,130,63546,0,0
VA,23069,1590,74493,0,0
VA,23070,210,79442,0,0
VA,23071,800,78388,0,0
VA,23072,5390,60389,1,0
VA,23075,4980,37616,0,0
VA,23076,340,60867,0,0
VA,23079,130,53900,0,0
VA,23083,890,53982,0,0
VA,23084,860,64679,0,0
VA,23085,190,61110,0,0
VA,23086,1520,60455,0,0
VA,23089,2590,72047,0,0
VA,23091,140,51450,0,0
VA,23092,280,66160,0,0
VA,23093,6330,58142,0,0
VA,23102,1410,98053,0,0
VA,23103,3060,228567,0,0
VA,23106,590,58861,0,0
VA,23109,1050,69843,0,0
VA,23110,310,66964,0,0
VA,23111,18770,72461,2,0
VA,23112,25480,84473,2,3
VA,23113,12840,160688,4,0
VA,23114,9820,90476,1,0
VA,23116,15450,98199,1,1
VA,23117,4740,73638,0,0
VA,23119,150,70780,0,0
VA,23120,5630,124227,0,0
VA,23123,770,41094,0,0
VA,23124,2230,81425,0,0
VA,23126,230,46460,0,0
VA,23128,540,80861,0,0
VA,23129,220,166222,0,0
VA,23138,450,69935,0,0
VA,23139,12700,84348,0,1
VA,23140,2900,77915,0,0
VA,23141,4490,142528,0,1
VA,23146,1570,106917,0,0
VA,23148,750,49750,0,0
VA,23149,1270,49902,0,0
VA,23150,6310,53904,0,0
VA,23153,760,88089,0,0
VA,23156,780,50451,0,0
VA,23163,110,61218,0,0
VA,23168,4010,81007,0,0
VA,23169,560,51155,0,0
VA,23175,940,67739,0,0
VA,23176,310,58000,0,0
VA,23177,340,57911,0,0
VA,23180,180,46838,0,0
VA,23181,2710,61148,0,0
VA,23185,22100,96576,5,2
VA,23188,22410,89943,6,2
VA,23192,3360,88922,0,0
VA,23219,2410,255392,2,0
VA,23220,15050,70573,3,1
VA,23221,8470,144398,1,1
VA,23222,12150,37135,0,0
VA,23223,24610,43133,1,1
VA,23224,16430,31749,0,1
VA,23225,19860,57977,3,0
VA,23226,8590,182883,5,0
VA,23227,12490,65812,1,0
VA,23228,18210,45725,3,2
VA,23229,16260,131669,0,0
VA,23230,4450,74843,4,0
VA,23231,18630,53676,1,0
VA,23233,15350,113397,6,2
VA,23234,20290,41268,0,0
VA,23235,16970,76385,4,1
VA,23236,13980,69949,1,1
VA,23237,11400,48080,0,0
VA,23238,12960,115182,1,2
VA,23294,8910,50206,0,0
VA,23301,800,50931,0,0
VA,23303,400,51010,0,0
VA,23306,520,55219,0,0
VA,23307,250,31820,0,0
VA,23308,710,39653,0,0
VA,23310,1660,68865,0,0
VA,23314,4330,83465,0,1
VA,23315,700,60788,0,0
VA,23320,29240,64668,6,2
VA,23321,17460,68467,1,2
VA,23322,29120,90774,5,4
VA,23323,18570,63038,0,0
VA,23324,10420,35550,0,1
VA,23325,8510,48723,0,0
VA,23336,1690,58657,0,0
VA,23337,190,52531,0,0
VA,23350,1510,40292,0,0
VA,23354,210,87757,0,0
VA,23356,700,61932,0,0
VA,23357,270,35218,0,0
VA,23359,240,35525,0,0
VA,23395,340,43026,0,0
VA,23405,450,71886,0,0
VA,23410,920,44133,0,0
VA,23415,750,41772,0,0
VA,23416,230,34252,0,0
VA,23417,1680,62228,0,0
VA,23418,720,45823,0,0
VA,23420,900,38026,0,0
VA,23421,1750,40537,0,0
VA,23430,8570,78622,1,0
VA,23432,760,91222,0,0
VA,23433,660,135415,0,0
VA,23434,22420,56784,1,4
VA,23435,14580,83465,3,0
VA,23436,460,129193,0,0
VA,23437,1990,63606,0,0
VA,23438,840,62397,0,0
VA,23442,470,41644,0,0
VA,23451,22410,126364,5,4
VA,23452,28680,68845,6,3
VA,23453,16560,53625,1,0
VA,23454,28550,83593,5,1
VA,23455,23830,81747,4,3
VA,23456,27280,85903,6,0
VA,23457,2160,87788,0,0
VA,23462,32370,49793,2,4
VA,23464,35730,61808,3,2
VA,23487,2950,59754,0,0
VA,23502,9690,45063,2,1
VA,23503,14220,46949,1,0
VA,23504,8700,32411,0,0
VA,23505,12210,63024,2,1
VA,23507,3070,111743,0,0
VA,23508,6690,74628,0,1
VA,23509,6170,56244,0,0
VA,23510,4040,89350,2,0
VA,23511,1220,32323,1,0
VA,23513,13850,37169,0,0
VA,23517,2780,63467,2,0
VA,23518,14500,57840,5,1
VA,23523,3110,27849,0,0
VA,23601,12380,56029,1,1
VA,23602,20270,54886,4,1
VA,23603,1700,48460,0,0
VA,23604,1480,40117,2,0
VA,23605,6540,35987,0,1
VA,23606,13420,69867,2,2
VA,23607,8850,30110,1,1
VA,23608,20920,44350,0,0
VA,23651,280,83353,0,0
VA,23661,6370,45701,0,0
VA,23662,5890,90940,0,0
VA,23663,5990,39554,0,1
VA,23664,4980,65896,0,0
VA,23665,2010,47900,1,0
VA,23666,25780,49522,2,3
VA,23669,17990,53741,1,0
VA,23690,1590,55591,0,0
VA,23691,140,26664,0,0
VA,23692,9510,87759,3,2
VA,23693,11100,94288,1,1
VA,23696,1830,94372,0,0
VA,23701,11570,44218,1,1
VA,23702,4880,35585,0,1
VA,23703,12790,56368,0,0
VA,23704,7840,38325,1,0
VA,23707,6500,43803,1,1
VA,23801,1910,48750,1,0
VA,23803,17640,40027,0,0
VA,23805,9500,49936,0,1
VA,23821,680,42948,0,0
VA,23824,2970,47532,0,0
VA,23827,570,41582,0,0
VA,23828,170,44923,0,0
VA,23829,560,53082,0,0
VA,23830,800,67120,0,0
VA,23831,17640,64060,2,2
VA,23832,18310,73293,3,0
VA,23833,1010,64680,0,0
VA,23834,12720,53678,1,0
VA,23836,6690,80755,0,0
VA,23837,1840,61465,0,0
VA,23838,8260,104300,0,0
VA,23839,410,50104,0,0
VA,23840,800,53128,0,0
VA,23841,1690,55352,0,0
VA,23842,3280,68689,0,1
VA,23843,250,52380,0,0
VA,23844,270,45077,0,0
VA,23845,200,74495,0,0
VA,23846,390,59023,0,0
VA,23847,5270,40872,0,1
VA,23850,470,50493,0,0
VA,23851,5810,48958,1,0
VA,23856,450,39017,0,0
VA,23857,290,58213,0,0
VA,23860,12910,44783,1,1
VA,23866,980,59324,0,0
VA,23867,1000,43800,0,0
VA,23868,1980,40593,0,0
VA,23872,1030,51826,0,0
VA,23874,460,49534,0,0
VA,23875,5690,56321,0,0
VA,23876,190,61731,0,0
VA,23878,590,52937,0,0
VA,23879,290,46586,0,1
VA,23881,770,58410,0,0
VA,23882,1020,46537,1,0
VA,23883,1140,56960,0,0
VA,23885,1330,69563,0,0
VA,23887,210,63438,0,0
VA,23888,1020,47486,0,0
VA,23889,250,44100,0,1
VA,23890,1730,44564,0,0
VA,23893,180,38372,0,0
VA,23894,290,58393,0,0
VA,23897,250,53408,0,0
VA,23898,1020,64808,0,0
VA,23901,5720,51630,0,0
VA,23915,320,43762,0,0
VA,23917,1200,54308,0,0
VA,23919,1140,64666,0,1
VA,23920,1380,40166,0,0
VA,23921,900,49262,0,0
VA,23922,920,47446,0,0
VA,23923,890,46715,0,0
VA,23924,2360,40229,0,0
VA,23927,1970,62628,0,0
VA,23930,2280,47919,0,0
VA,23934,250,46160,0,0
VA,23936,2540,48313,0,0
VA,23937,700,41720,0,0
VA,23938,220,40563,0,0
VA,23942,470,45757,0,0
VA,23944,1660,47817,0,0
VA,23947,1750,46986,0,0
VA,23950,1500,37972,0,0
VA,23954,870,38016,0,0
VA,23958,1320,44333,0,0
VA,23959,470,45846,0,0
VA,23960,830,44151,0,0
VA,23962,260,44365,0,0
VA,23963,180,52361,0,0
VA,23964,480,41110,0,0
VA,23966,990,49886,0,0
VA,23967,390,39676,0,0
VA,23968,350,43868,0,0
VA,23970,3590,50311,0,0
VA,23974,1560,44196,0,0
VA,24011,500,70500,0,0
VA,24012,13390,44626,2,2
VA,24013,2980,28263,0,0
VA,24014,8110,91074,1,1
VA,24015,7930,59475,1,1
VA,24016,3930,35738,1,0
VA,24017,10560,31723,0,0
VA,24018,19150,92643,1,2
VA,24019,13760,62159,0,1
VA,24053,890,41189,0,0
VA,24054,2600,39321,0,0
VA,24055,4820,39432,0,2
VA,24059,460,88404,0,0
VA,24060,15290,79413,4,4
VA,24064,2380,65155,0,0
VA,24065,2850,61232,0,0
VA,24066,2230,60630,0,0
VA,24067,970,51954,0,0
VA,24069,770,38787,0,0
VA,24070,670,62471,0,0
VA,24072,590,54359,0,0
VA,24073,14440,58273,2,1
VA,24076,400,40472,0,0
VA,24077,550,57472,0,0
VA,24078,3000,42618,0,0
VA,24079,750,50212,0,0
VA,24082,210,40295,0,0
VA,24083,1980,96718,0,0
VA,24084,4660,53161,0,0
VA,24085,920,56734,0,0
VA,24087,1560,46712,0,0
VA,24088,1540,44224,0,0
VA,24089,1070,35754,0,0
VA,24090,2100,74268,0,0
VA,24091,3280,54152,0,0
VA,24092,1270,47276,0,0
VA,24095,1990,60267,0,0
VA,24101,2940,63872,0,0
VA,24102,630,41669,0,0
VA,24104,1570,74215,0,0
VA,24105,180,47555,0,0
VA,24112,12590,50390,0,0
VA,24120,780,48083,0,0
VA,24121,5070,83765,0,0
VA,24122,760,49132,0,0
VA,24124,1830,45208,0,0
VA,24127,1800,49738,0,0
VA,24128,840,62965,0,0
VA,24133,1020,40660,0,0
VA,24134,2480,52311,0,0
VA,24136,1500,50715,0,0
VA,24137,1090,73903,0,0
VA,24138,680,51616,0,0
VA,24139,270,47359,0,0
VA,24141,8090,56369,0,2
VA,24147,380,47134,0,0
VA,24148,3270,47778,0,1
VA,24149,1650,65119,0,0
VA,24150,270,45896,0,0
VA,24151,8240,49384,0,0
VA,24153,17310,66603,2,2
VA,24161,150,39633,0,0
VA,24162,930,55781,0,0
VA,24165,710,42963,0,0
VA,24167,150,41740,0,0
VA,24168,290,42724,0,0
VA,24171,3280,47777,0,0
VA,24174,1030,46973,0,0
VA,24175,3760,70577,0,0
VA,24176,660,87851,0,0
VA,24179,8870,52961,0,2
VA,24184,2130,62808,0,0
VA,24185,360,44244,0,0
VA,24201,6390,41209,0,0
VA,24202,5170,61711,2,0
VA,24210,6590,56655,0,0
VA,24211,4130,72750,0,1
VA,24216,810,34300,0,0
VA,24219,3460,47181,0,0
VA,24220,230,42456,0,0
VA,24221,260,36673,0,0
VA,24224,1950,44241,0,0
VA,24225,570,38868,0,0
VA,24226,440,39186,0,0
VA,24228,2300,45241,0,0
VA,24230,2850,40933,0,0
VA,24236,1160,42700,0,0
VA,24237,300,32813,0,0
VA,24243,750,40542,0,0
VA,24244,1750,41618,0,0
VA,24245,340,39347,0,0
VA,24248,820,40582,0,0
VA,24250,390,40474,0,0
VA,24251,3410,50184,0,0
VA,24256,950,42362,0,0
VA,24258,530,47996,0,0
VA,24260,1780,42491,0,0
VA,24263,2230,43835,0,0
VA,24265,210,35233,0,0
VA,24266,3690,51917,0,0
VA,24270,180,45427,0,0
VA,24271,990,42863,0,0
VA,24272,140,41635,0,0
VA,24273,2230,42637,0,0
VA,24277,1690,39865,0,0
VA,24279,1460,41893,0,0
VA,24280,430,64060,0,0
VA,24281,760,37050,0,0
VA,24282,160,22418,0,0
VA,24283,880,42620,0,0
VA,24290,640,41501,0,0
VA,24292,150,34866,0,0
VA,24293,3740,52309,0,0
VA,24301,5640,46311,0,1
VA,24311,750,37857,0,0
VA,24312,910,41410,0,0
VA,24313,380,42413,0,0
VA,24314,550,48463,0,0
VA,24315,1260,53871,0,0
VA,24317,1290,41933,0,0
VA,24318,240,50829,0,0
VA,24319,2860,46612,0,0
VA,24323,290,45734,0,0
VA,24324,940,57757,0,0
VA,24325,400,45922,0,0
VA,24326,460,45491,0,0
VA,24328,830,50877,0,0
VA,24330,1270,37240,0,0
VA,24333,7250,42893,0,1
VA,24340,2160,48373,0,0
VA,24343,3910,47003,0,0
VA,24347,780,50876,0,0
VA,24348,1610,41657,0,0
VA,24350,510,40394,0,0
VA,24351,240,37245,0,0
VA,24352,400,46157,0,0
VA,24354,5770,45917,0,0
VA,24360,2370,46692,0,0
VA,24361,1890,47231,0,0
VA,24363,510,45886,0,0
VA,24366,390,46769,0,0
VA,24368,2150,46426,0,0
VA,24370,2200,40592,0,0
VA,24374,290,39386,0,0
VA,24375,600,40203,0,0
VA,24378,400,40440,0,0
VA,24380,1100,50042,0,0
VA,24381,1660,44618,0,0
VA,24382,6250,51044,1,2
VA,24401,17570,57125,1,1
VA,24413,120,46300,0,0
VA,24416,3710,40888,0,0
VA,24421,1720,57300,0,0
VA,24422,2530,46855,0,0
VA,24426,6330,49659,0,0
VA,24430,680,38607,0,0
VA,24431,1270,47442,0,0
VA,24432,170,41617,0,0
VA,24435,840,72890,0,0
VA,24437,440,66940,0,0
VA,24439,450,38984,0,0
VA,24440,1180,49547,0,0
VA,24441,2910,51754,0,0
VA,24445,1260,49034,0,0
VA,24450,6730,73675,0,0
VA,24458,140,57578,0,0
VA,24459,370,67886,0,0
VA,24460,660,57915,0,0
VA,24465,560,55778,0,0
VA,24467,1040,70464,0,0
VA,24471,720,63419,0,0
VA,24472,990,57727,0,1
VA,24473,430,58620,0,0
VA,24476,180,59972,0,0
VA,24477,5430,57793,0,0
VA,24479,700,63782,0,0
VA,24482,2220,53988,0,0
VA,24483,270,52248,0,0
VA,24484,350,56040,0,0
VA,24485,190,44473,0,0
VA,24486,1780,57929,0,0
VA,24487,120,51925,0,0
VA,24501,10940,34937,0,3
VA,24502,18420,49968,4,4
VA,24503,9090,103226,1,0
VA,24504,4120,44824,0,0
VA,24517,2420,48506,0,0
VA,24520,1010,48447,0,0
VA,24521,4400,54437,0,0
VA,24522,4450,52552,0,0
VA,24523,8620,51220,0,0
VA,24526,640,55560,0,0
VA,24527,1320,44719,0,0
VA,24528,1310,44175,0,0
VA,24529,660,51077,0,0
VA,24530,430,45167,0,0
VA,24531,3460,53400,0,0
VA,24534,680,41425,0,0
VA,24536,110,61436,0,0
VA,24538,2080,55570,0,0
VA,24540,13240,43480,2,1
VA,24541,11350,53131,0,0
VA,24549,1800,51489,0,0
VA,24550,3410,57263,0,0
VA,24551,11700,85860,0,0
VA,24553,750,45010,0,0
VA,24554,1590,48420,0,0
VA,24555,880,49773,0,0
VA,24556,1490,77424,0,0
VA,24557,3160,45635,0,0
VA,24558,2820,51327,0,1
VA,24562,220,46345,0,0
VA,24563,2190,45161,0,0
VA,24565,420,42402,0,0
VA,24566,620,43875,0,0
VA,24569,400,43972,0,0
